list,order,item,audio,condition,concept,prime,colour_repetition,prime_description,target_description,boxed_object,target_noun,target_colour,target_pattern,prime_noun,prime_colour,target_pattern,prime_pattern,filler_prime_category,filler_target_category,target_object,distractor1_sameN_sameC_DiffP,distractor2_sameN_DiffC_sameP,distractor4_sameN_DiffC_DiffP,distractor3_DiffNoun_sameC_sameP,distractor6_DiffN_SameC_DiffP,distractor5_repeated_diffN_diffColor_sameP,distractor7_non_repeated_prime_DiffN_DiffC_DiffP,alternative noun,alternative colour,alternative pattern,targetPosition,distractor1_sameN_sameC_DiffP,distractor2_sameN_DiffC_sameP,distractor4_sameN_DiffC_DiffP,distractor3_DiffNoun_sameC_sameP,distractor6_repeated_prime_DiffN_SameC_DiffP,distractor5_repeated_diffN_diffColor_sameP,distractor7_non_repeated_prime_DiffN_DiffC_DiffP,expTrials,targetImg,boxPos,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,recordingName
6,41,23,23_PC_AAN_non.mp3,5,PC,AAN,non-repeated,The chequered green star,blue striped sock,sock_blue_striped,sock,blue,striped,star,green,striped,chequered,,,sock_blue_striped,sock_blue_chequered,sock_green_striped,sock_green_chequered,star_blue_striped,star_blue_chequered,star_green_striped,star_green_chequered,star,green,chequered,7,4,5,2,6,3,8,1,Y,1,7,star_green_chequered.png,sock_green_chequered.png,star_blue_chequered.png,sock_blue_chequered.png,sock_green_striped.png,star_blue_striped.png,sock_blue_striped.png,star_green_striped.png,Y_List6_Order41_Item-23_Cond5
7,41,23,23_PC_AAN_rep.mp3,6,PC,AAN,repeated,The striped green star,blue striped sock,sock_blue_striped,sock,blue,striped,star,green,striped,striped,,,sock_blue_striped,sock_blue_chequered,sock_green_striped,sock_green_chequered,star_blue_striped,star_blue_chequered,star_green_striped,star_green_chequered,star,green,chequered,7,4,5,2,6,3,8,1,Y,8,7,star_green_chequered.png,sock_green_chequered.png,star_blue_chequered.png,sock_blue_chequered.png,sock_green_striped.png,star_blue_striped.png,sock_blue_striped.png,star_green_striped.png,Y_List7_Order41_Item-23_Cond6
8,41,23,23_PC_RC_non.mp3,7,PC,RC,non-repeated,The chequered star that's green,blue striped sock,sock_blue_striped,sock,blue,striped,star,green,striped,chequered,,,sock_blue_striped,sock_blue_chequered,sock_green_striped,sock_green_chequered,star_blue_striped,star_blue_chequered,star_green_striped,star_green_chequered,star,green,chequered,7,4,5,2,6,3,8,1,Y,1,7,star_green_chequered.png,sock_green_chequered.png,star_blue_chequered.png,sock_blue_chequered.png,sock_green_striped.png,star_blue_striped.png,sock_blue_striped.png,star_green_striped.png,Y_List8_Order41_Item-23_Cond7
1,42,f20,f20RC.mp3,9,,RC,,The large fly that's facing right,small fly that's facing left,,fly,,,fly,,,,directionoun category,size,flySmall,,,,,,,,,,,,,,,,,,,N,6,5,donkeyLargeRight.png,flyLarge.png,flySmallRight.png,donkeyLargeRight.png,flySmall.png,flyRight.png,donkeyLargeLeft.png,donkeyLargeRight.png,N_List1_Order42_Item-f20_Cond9
2,42,f20,f20RC.mp3,9,,RC,,The large fly that's facing right,small fly that's facing left,,fly,,,fly,,,,directionoun category,size,flySmall,,,,,,,,,,,,,,,,,,,N,6,5,donkeyLargeRight.png,flyLarge.png,flySmallRight.png,donkeyLargeRight.png,flySmall.png,flyRight.png,donkeyLargeLeft.png,donkeyLargeRight.png,N_List2_Order42_Item-f20_Cond9
3,42,f20,f20RC.mp3,9,,RC,,The large fly that's facing right,small fly that's facing left,,fly,,,fly,,,,directionoun category,size,flySmall,,,,,,,,,,,,,,,,,,,N,6,5,donkeyLargeRight.png,flyLarge.png,flySmallRight.png,donkeyLargeRight.png,flySmall.png,flyRight.png,donkeyLargeLeft.png,donkeyLargeRight.png,N_List3_Order42_Item-f20_Cond9
4,42,f20,f20RC.mp3,9,,RC,,The large fly that's facing right,small fly that's facing left,,fly,,,fly,,,,directionoun category,size,flySmall,,,,,,,,,,,,,,,,,,,N,6,5,donkeyLargeRight.png,flyLarge.png,flySmallRight.png,donkeyLargeRight.png,flySmall.png,flyRight.png,donkeyLargeLeft.png,donkeyLargeRight.png,N_List4_Order42_Item-f20_Cond9
5,42,f20,f20RC.mp3,9,,RC,,The large fly that's facing right,small fly that's facing left,,fly,,,fly,,,,directionoun category,size,flySmall,,,,,,,,,,,,,,,,,,,N,6,5,donkeyLargeRight.png,flyLarge.png,flySmallRight.png,donkeyLargeRight.png,flySmall.png,flyRight.png,donkeyLargeLeft.png,donkeyLargeRight.png,N_List5_Order42_Item-f20_Cond9
6,42,f20,f20RC.mp3,9,,RC,,The large fly that's facing right,small fly that's facing left,,fly,,,fly,,,,directionoun category,size,flySmall,,,,,,,,,,,,,,,,,,,N,6,5,donkeyLargeRight.png,flyLarge.png,flySmallRight.png,donkeyLargeRight.png,flySmall.png,flyRight.png,donkeyLargeLeft.png,donkeyLargeRight.png,N_List6_Order42_Item-f20_Cond9
7,42,f20,f20RC.mp3,9,,RC,,The large fly that's facing right,small fly that's facing left,,fly,,,fly,,,,directionoun category,size,flySmall,,,,,,,,,,,,,,,,,,,N,6,5,donkeyLargeRight.png,flyLarge.png,flySmallRight.png,donkeyLargeRight.png,flySmall.png,flyRight.png,donkeyLargeLeft.png,donkeyLargeRight.png,N_List7_Order42_Item-f20_Cond9
8,42,f20,f20RC.mp3,9,,RC,,The large fly that's facing right,small fly that's facing left,,fly,,,fly,,,,directionoun category,size,flySmall,,,,,,,,,,,,,,,,,,,N,6,5,donkeyLargeRight.png,flyLarge.png,flySmallRight.png,donkeyLargeRight.png,flySmall.png,flyRight.png,donkeyLargeLeft.png,donkeyLargeRight.png,N_List8_Order42_Item-f20_Cond9
1,43,19,19_CP_AAN_rep.mp3,2,CP,AAN,repeated,The blue spotted belt,green spotted boot,boot_green_spotted,boot,green,spotted,belt,blue,spotted,spotted,,,boot_green_spotted,boot_green_striped,boot_blue_spotted,boot_blue_striped,belt_green_spotted,belt_green_striped,belt_blue_spotted,belt_blue_striped,belt,blue,striped,5,8,3,2,4,6,1,7,Y,1,5,belt_blue_spotted.png,boot_blue_striped.png,boot_blue_spotted.png,belt_green_spotted.png,boot_green_spotted.png,belt_green_striped.png,belt_blue_striped.png,boot_green_striped.png,Y_List1_Order43_Item-19_Cond2
2,43,19,19_CP_RC_non.mp3,3,CP,RC,non-repeated,The blue belt that's striped,green spotted boot,boot_green_spotted,boot,green,spotted,belt,blue,spotted,striped,,,boot_green_spotted,boot_green_striped,boot_blue_spotted,boot_blue_striped,belt_green_spotted,belt_green_striped,belt_blue_spotted,belt_blue_striped,belt,blue,striped,5,8,3,2,4,6,1,7,Y,7,5,belt_blue_spotted.png,boot_blue_striped.png,boot_blue_spotted.png,belt_green_spotted.png,boot_green_spotted.png,belt_green_striped.png,belt_blue_striped.png,boot_green_striped.png,Y_List2_Order43_Item-19_Cond3
3,43,19,19_CP_RC_rep.mp3,4,CP,RC,repeated,The blue belt that's spotted,green spotted boot,boot_green_spotted,boot,green,spotted,belt,blue,spotted,spotted,,,boot_green_spotted,boot_green_striped,boot_blue_spotted,boot_blue_striped,belt_green_spotted,belt_green_striped,belt_blue_spotted,belt_blue_striped,belt,blue,striped,5,8,3,2,4,6,1,7,Y,1,5,belt_blue_spotted.png,boot_blue_striped.png,boot_blue_spotted.png,belt_green_spotted.png,boot_green_spotted.png,belt_green_striped.png,belt_blue_striped.png,boot_green_striped.png,Y_List3_Order43_Item-19_Cond4
4,43,19,19_PC_AAN_non.mp3,5,PC,AAN,non-repeated,The striped blue belt,green spotted boot,boot_green_spotted,boot,green,spotted,belt,blue,spotted,striped,,,boot_green_spotted,boot_green_striped,boot_blue_spotted,boot_blue_striped,belt_green_spotted,belt_green_striped,belt_blue_spotted,belt_blue_striped,belt,blue,striped,5,8,3,2,4,6,1,7,Y,7,5,belt_blue_spotted.png,boot_blue_striped.png,boot_blue_spotted.png,belt_green_spotted.png,boot_green_spotted.png,belt_green_striped.png,belt_blue_striped.png,boot_green_striped.png,Y_List4_Order43_Item-19_Cond5
5,43,19,19_PC_AAN_rep.mp3,6,PC,AAN,repeated,The spotted blue belt,green spotted boot,boot_green_spotted,boot,green,spotted,belt,blue,spotted,spotted,,,boot_green_spotted,boot_green_striped,boot_blue_spotted,boot_blue_striped,belt_green_spotted,belt_green_striped,belt_blue_spotted,belt_blue_striped,belt,blue,striped,5,8,3,2,4,6,1,7,Y,1,5,belt_blue_spotted.png,boot_blue_striped.png,boot_blue_spotted.png,belt_green_spotted.png,boot_green_spotted.png,belt_green_striped.png,belt_blue_striped.png,boot_green_striped.png,Y_List5_Order43_Item-19_Cond6
6,43,19,19_PC_RC_non.mp3,7,PC,RC,non-repeated,The striped belt that's blue,green spotted boot,boot_green_spotted,boot,green,spotted,belt,blue,spotted,striped,,,boot_green_spotted,boot_green_striped,boot_blue_spotted,boot_blue_striped,belt_green_spotted,belt_green_striped,belt_blue_spotted,belt_blue_striped,belt,blue,striped,5,8,3,2,4,6,1,7,Y,7,5,belt_blue_spotted.png,boot_blue_striped.png,boot_blue_spotted.png,belt_green_spotted.png,boot_green_spotted.png,belt_green_striped.png,belt_blue_striped.png,boot_green_striped.png,Y_List6_Order43_Item-19_Cond7
7,43,19,19_PC_RC_rep.mp3,8,PC,RC,repeated,The spotted belt that's blue,green spotted boot,boot_green_spotted,boot,green,spotted,belt,blue,spotted,spotted,,,boot_green_spotted,boot_green_striped,boot_blue_spotted,boot_blue_striped,belt_green_spotted,belt_green_striped,belt_blue_spotted,belt_blue_striped,belt,blue,striped,5,8,3,2,4,6,1,7,Y,1,5,belt_blue_spotted.png,boot_blue_striped.png,boot_blue_spotted.png,belt_green_spotted.png,boot_green_spotted.png,belt_green_striped.png,belt_blue_striped.png,boot_green_striped.png,Y_List7_Order43_Item-19_Cond8
8,43,19,19_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The blue striped belt,green spotted boot,boot_green_spotted,boot,green,spotted,belt,blue,spotted,striped,,,boot_green_spotted,boot_green_striped,boot_blue_spotted,boot_blue_striped,belt_green_spotted,belt_green_striped,belt_blue_spotted,belt_blue_striped,belt,blue,striped,5,8,3,2,4,6,1,7,Y,7,5,belt_blue_spotted.png,boot_blue_striped.png,boot_blue_spotted.png,belt_green_spotted.png,boot_green_spotted.png,belt_green_striped.png,belt_blue_striped.png,boot_green_striped.png,Y_List8_Order43_Item-19_Cond1
1,44,f15,f15.mp3,9,,AN,,The small caterpillar,candle,,candle,,,caterpillar,,,,noun category,noun category,candleGreenLarge,,,,,,,,,,,,,,,,,,,N,4,8,chiselBlueLarge.png,chiselRedLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,chiselRedLarge.png,chiselBlueLarge.png,candleGreenLarge.png,N_List1_Order44_Item-f15_Cond9
2,44,f15,f15.mp3,9,,AN,,The small caterpillar,candle,,candle,,,caterpillar,,,,noun category,noun category,candleGreenLarge,,,,,,,,,,,,,,,,,,,N,4,8,chiselBlueLarge.png,chiselRedLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,chiselRedLarge.png,chiselBlueLarge.png,candleGreenLarge.png,N_List2_Order44_Item-f15_Cond9
3,44,f15,f15.mp3,9,,AN,,The small caterpillar,candle,,candle,,,caterpillar,,,,noun category,noun category,candleGreenLarge,,,,,,,,,,,,,,,,,,,N,4,8,chiselBlueLarge.png,chiselRedLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,chiselRedLarge.png,chiselBlueLarge.png,candleGreenLarge.png,N_List3_Order44_Item-f15_Cond9
4,44,f15,f15.mp3,9,,AN,,The small caterpillar,candle,,candle,,,caterpillar,,,,noun category,noun category,candleGreenLarge,,,,,,,,,,,,,,,,,,,N,4,8,chiselBlueLarge.png,chiselRedLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,chiselRedLarge.png,chiselBlueLarge.png,candleGreenLarge.png,N_List4_Order44_Item-f15_Cond9
5,44,f15,f15.mp3,9,,AN,,The small caterpillar,candle,,candle,,,caterpillar,,,,noun category,noun category,candleGreenLarge,,,,,,,,,,,,,,,,,,,N,4,8,chiselBlueLarge.png,chiselRedLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,chiselRedLarge.png,chiselBlueLarge.png,candleGreenLarge.png,N_List5_Order44_Item-f15_Cond9
6,44,f15,f15.mp3,9,,AN,,The small caterpillar,candle,,candle,,,caterpillar,,,,noun category,noun category,candleGreenLarge,,,,,,,,,,,,,,,,,,,N,4,8,chiselBlueLarge.png,chiselRedLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,chiselRedLarge.png,chiselBlueLarge.png,candleGreenLarge.png,N_List6_Order44_Item-f15_Cond9
7,44,f15,f15.mp3,9,,AN,,The small caterpillar,candle,,candle,,,caterpillar,,,,noun category,noun category,candleGreenLarge,,,,,,,,,,,,,,,,,,,N,4,8,chiselBlueLarge.png,chiselRedLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,chiselRedLarge.png,chiselBlueLarge.png,candleGreenLarge.png,N_List7_Order44_Item-f15_Cond9
8,44,f15,f15.mp3,9,,AN,,The small caterpillar,candle,,candle,,,caterpillar,,,,noun category,noun category,candleGreenLarge,,,,,,,,,,,,,,,,,,,N,4,8,chiselBlueLarge.png,chiselRedLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,chiselRedLarge.png,chiselBlueLarge.png,candleGreenLarge.png,N_List8_Order44_Item-f15_Cond9
1,45,34,34_PC_AAN_rep.mp3,6,PC,AAN,repeated,The striped green heart,red striped shirt,shirt_red_striped,shirt,red,striped,heart,green,striped,striped,,,shirt_red_striped,shirt_red_chequered,shirt_green_striped,shirt_green_chequered,heart_red_striped,heart_red_chequered,heart_green_striped,heart_green_chequered,heart,green,chequered,3,6,4,1,2,7,5,8,Y,5,3,shirt_green_chequered.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_chequered.png,heart_red_chequered.png,heart_green_chequered.png,Y_List1_Order45_Item-34_Cond6
2,45,34,34_PC_RC_non.mp3,7,PC,RC,non-repeated,The chequered heart that's green,red striped shirt,shirt_red_striped,shirt,red,striped,heart,green,striped,chequered,,,shirt_red_striped,shirt_red_chequered,shirt_green_striped,shirt_green_chequered,heart_red_striped,heart_red_chequered,heart_green_striped,heart_green_chequered,heart,green,chequered,3,6,4,1,2,7,5,8,Y,8,3,shirt_green_chequered.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_chequered.png,heart_red_chequered.png,heart_green_chequered.png,Y_List2_Order45_Item-34_Cond7
3,45,34,34_PC_RC_rep.mp3,8,PC,RC,repeated,The striped heart that's green,red striped shirt,shirt_red_striped,shirt,red,striped,heart,green,striped,striped,,,shirt_red_striped,shirt_red_chequered,shirt_green_striped,shirt_green_chequered,heart_red_striped,heart_red_chequered,heart_green_striped,heart_green_chequered,heart,green,chequered,3,6,4,1,2,7,5,8,Y,5,3,shirt_green_chequered.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_chequered.png,heart_red_chequered.png,heart_green_chequered.png,Y_List3_Order45_Item-34_Cond8
4,45,34,34_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The green chequered heart,red striped shirt,shirt_red_striped,shirt,red,striped,heart,green,striped,chequered,,,shirt_red_striped,shirt_red_chequered,shirt_green_striped,shirt_green_chequered,heart_red_striped,heart_red_chequered,heart_green_striped,heart_green_chequered,heart,green,chequered,3,6,4,1,2,7,5,8,Y,8,3,shirt_green_chequered.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_chequered.png,heart_red_chequered.png,heart_green_chequered.png,Y_List4_Order45_Item-34_Cond1
5,45,34,34_CP_AAN_rep.mp3,2,CP,AAN,repeated,The green striped heart,red striped shirt,shirt_red_striped,shirt,red,striped,heart,green,striped,striped,,,shirt_red_striped,shirt_red_chequered,shirt_green_striped,shirt_green_chequered,heart_red_striped,heart_red_chequered,heart_green_striped,heart_green_chequered,heart,green,chequered,3,6,4,1,2,7,5,8,Y,5,3,shirt_green_chequered.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_chequered.png,heart_red_chequered.png,heart_green_chequered.png,Y_List5_Order45_Item-34_Cond2
6,45,34,34_CP_RC_non.mp3,3,CP,RC,non-repeated,The green heart that's chequered,red striped shirt,shirt_red_striped,shirt,red,striped,heart,green,striped,chequered,,,shirt_red_striped,shirt_red_chequered,shirt_green_striped,shirt_green_chequered,heart_red_striped,heart_red_chequered,heart_green_striped,heart_green_chequered,heart,green,chequered,3,6,4,1,2,7,5,8,Y,8,3,shirt_green_chequered.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_chequered.png,heart_red_chequered.png,heart_green_chequered.png,Y_List6_Order45_Item-34_Cond3
7,45,34,34_CP_RC_rep.mp3,4,CP,RC,repeated,The green heart that's striped,red striped shirt,shirt_red_striped,shirt,red,striped,heart,green,striped,striped,,,shirt_red_striped,shirt_red_chequered,shirt_green_striped,shirt_green_chequered,heart_red_striped,heart_red_chequered,heart_green_striped,heart_green_chequered,heart,green,chequered,3,6,4,1,2,7,5,8,Y,5,3,shirt_green_chequered.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_chequered.png,heart_red_chequered.png,heart_green_chequered.png,Y_List7_Order45_Item-34_Cond4
8,45,34,34_PC_AAN_non.mp3,5,PC,AAN,non-repeated,The chequered green heart,red striped shirt,shirt_red_striped,shirt,red,striped,heart,green,striped,chequered,,,shirt_red_striped,shirt_red_chequered,shirt_green_striped,shirt_green_chequered,heart_red_striped,heart_red_chequered,heart_green_striped,heart_green_chequered,heart,green,chequered,3,6,4,1,2,7,5,8,Y,8,3,shirt_green_chequered.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_chequered.png,heart_red_chequered.png,heart_green_chequered.png,Y_List8_Order45_Item-34_Cond5
1,46,f31,f31RC.mp3,9,,RC,,The large motorcycle that's facing left,small motorcycle that's facing right,,motorcycle,,,motorcycle,,,,size,direction,motorcycleSmallRight,,,,,,,,,,,,,,,,,,,N,1,8,motorcycleLargeLeft.png,cup_red_chequered.png,toothbrush_blue_chequered.png,motorcycleLargeRight.png,motorcycleSmallLeft.png,toothbrush_blue_chequered.png,cup_red_chequered.png,motorcycleSmallRight.png,N_List1_Order46_Item-f31_Cond9
2,46,f31,f31RC.mp3,9,,RC,,The large motorcycle that's facing left,small motorcycle that's facing right,,motorcycle,,,motorcycle,,,,size,direction,motorcycleSmallRight,,,,,,,,,,,,,,,,,,,N,1,8,motorcycleLargeLeft.png,cup_red_chequered.png,toothbrush_blue_chequered.png,motorcycleLargeRight.png,motorcycleSmallLeft.png,toothbrush_blue_chequered.png,cup_red_chequered.png,motorcycleSmallRight.png,N_List2_Order46_Item-f31_Cond9
3,46,f31,f31RC.mp3,9,,RC,,The large motorcycle that's facing left,small motorcycle that's facing right,,motorcycle,,,motorcycle,,,,size,direction,motorcycleSmallRight,,,,,,,,,,,,,,,,,,,N,1,8,motorcycleLargeLeft.png,cup_red_chequered.png,toothbrush_blue_chequered.png,motorcycleLargeRight.png,motorcycleSmallLeft.png,toothbrush_blue_chequered.png,cup_red_chequered.png,motorcycleSmallRight.png,N_List3_Order46_Item-f31_Cond9
4,46,f31,f31RC.mp3,9,,RC,,The large motorcycle that's facing left,small motorcycle that's facing right,,motorcycle,,,motorcycle,,,,size,direction,motorcycleSmallRight,,,,,,,,,,,,,,,,,,,N,1,8,motorcycleLargeLeft.png,cup_red_chequered.png,toothbrush_blue_chequered.png,motorcycleLargeRight.png,motorcycleSmallLeft.png,toothbrush_blue_chequered.png,cup_red_chequered.png,motorcycleSmallRight.png,N_List4_Order46_Item-f31_Cond9
5,46,f31,f31RC.mp3,9,,RC,,The large motorcycle that's facing left,small motorcycle that's facing right,,motorcycle,,,motorcycle,,,,size,direction,motorcycleSmallRight,,,,,,,,,,,,,,,,,,,N,1,8,motorcycleLargeLeft.png,cup_red_chequered.png,toothbrush_blue_chequered.png,motorcycleLargeRight.png,motorcycleSmallLeft.png,toothbrush_blue_chequered.png,cup_red_chequered.png,motorcycleSmallRight.png,N_List5_Order46_Item-f31_Cond9
6,46,f31,f31RC.mp3,9,,RC,,The large motorcycle that's facing left,small motorcycle that's facing right,,motorcycle,,,motorcycle,,,,size,direction,motorcycleSmallRight,,,,,,,,,,,,,,,,,,,N,1,8,motorcycleLargeLeft.png,cup_red_chequered.png,toothbrush_blue_chequered.png,motorcycleLargeRight.png,motorcycleSmallLeft.png,toothbrush_blue_chequered.png,cup_red_chequered.png,motorcycleSmallRight.png,N_List6_Order46_Item-f31_Cond9
7,46,f31,f31RC.mp3,9,,RC,,The large motorcycle that's facing left,small motorcycle that's facing right,,motorcycle,,,motorcycle,,,,size,direction,motorcycleSmallRight,,,,,,,,,,,,,,,,,,,N,1,8,motorcycleLargeLeft.png,cup_red_chequered.png,toothbrush_blue_chequered.png,motorcycleLargeRight.png,motorcycleSmallLeft.png,toothbrush_blue_chequered.png,cup_red_chequered.png,motorcycleSmallRight.png,N_List7_Order46_Item-f31_Cond9
8,46,f31,f31RC.mp3,9,,RC,,The large motorcycle that's facing left,small motorcycle that's facing right,,motorcycle,,,motorcycle,,,,size,direction,motorcycleSmallRight,,,,,,,,,,,,,,,,,,,N,1,8,motorcycleLargeLeft.png,cup_red_chequered.png,toothbrush_blue_chequered.png,motorcycleLargeRight.png,motorcycleSmallLeft.png,toothbrush_blue_chequered.png,cup_red_chequered.png,motorcycleSmallRight.png,N_List8_Order46_Item-f31_Cond9
1,47,f38,f38.mp3,9,,N,,The sledge,caterpillar,,sledge,,,sledge,,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,,,,N,8,1,caterpillarGreenLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,sledgeGreenLargeRight.png,N_List1_Order47_Item-f38_Cond9
2,47,f38,f38.mp3,9,,N,,The sledge,caterpillar,,sledge,,,sledge,,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,,,,N,8,1,caterpillarGreenLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,sledgeGreenLargeRight.png,N_List2_Order47_Item-f38_Cond9
3,47,f38,f38.mp3,9,,N,,The sledge,caterpillar,,sledge,,,sledge,,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,,,,N,8,1,caterpillarGreenLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,sledgeGreenLargeRight.png,N_List3_Order47_Item-f38_Cond9
4,47,f38,f38.mp3,9,,N,,The sledge,caterpillar,,sledge,,,sledge,,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,,,,N,8,1,caterpillarGreenLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,sledgeGreenLargeRight.png,N_List4_Order47_Item-f38_Cond9
5,47,f38,f38.mp3,9,,N,,The sledge,caterpillar,,sledge,,,sledge,,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,,,,N,8,1,caterpillarGreenLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,sledgeGreenLargeRight.png,N_List5_Order47_Item-f38_Cond9
6,47,f38,f38.mp3,9,,N,,The sledge,caterpillar,,sledge,,,sledge,,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,,,,N,8,1,caterpillarGreenLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,sledgeGreenLargeRight.png,N_List6_Order47_Item-f38_Cond9
7,47,f38,f38.mp3,9,,N,,The sledge,caterpillar,,sledge,,,sledge,,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,,,,N,8,1,caterpillarGreenLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,sledgeGreenLargeRight.png,N_List7_Order47_Item-f38_Cond9
8,47,f38,f38.mp3,9,,N,,The sledge,caterpillar,,sledge,,,sledge,,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,,,,N,8,1,caterpillarGreenLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,sledgeGreenLargeRight.png,N_List8_Order47_Item-f38_Cond9
1,48,30,30_PC_RC_non.mp3,7,PC,RC,non-repeated,The chequered cap that's green,red striped kite,kite_red_striped,kite,red,striped,cap,green,striped,chequered,,,kite_red_striped,kite_red_chequered,kite_green_striped,kite_green_chequered,cap_red_striped,cap_red_chequered,cap_green_striped,cap_green_chequered,cap,green,chequered,6,5,8,4,3,1,2,7,Y,7,6,cap_red_chequered.png,cap_green_striped.png,cap_red_striped.png,kite_green_chequered.png,kite_red_chequered.png,kite_red_striped.png,cap_green_chequered.png,kite_green_striped.png,Y_List1_Order48_Item-30_Cond7
2,48,30,30_PC_RC_rep.mp3,8,PC,RC,repeated,The striped cap that's green,red striped kite,kite_red_striped,kite,red,striped,cap,green,striped,striped,,,kite_red_striped,kite_red_chequered,kite_green_striped,kite_green_chequered,cap_red_striped,cap_red_chequered,cap_green_striped,cap_green_chequered,cap,green,chequered,6,5,8,4,3,1,2,7,Y,2,6,cap_red_chequered.png,cap_green_striped.png,cap_red_striped.png,kite_green_chequered.png,kite_red_chequered.png,kite_red_striped.png,cap_green_chequered.png,kite_green_striped.png,Y_List2_Order48_Item-30_Cond8
3,48,30,30_CP_AAN_non.mp3,1,CP,AAN,non-repeated,The green chequered cap,red striped kite,kite_red_striped,kite,red,striped,cap,green,striped,chequered,,,kite_red_striped,kite_red_chequered,kite_green_striped,kite_green_chequered,cap_red_striped,cap_red_chequered,cap_green_striped,cap_green_chequered,cap,green,chequered,6,5,8,4,3,1,2,7,Y,7,6,cap_red_chequered.png,cap_green_striped.png,cap_red_striped.png,kite_green_chequered.png,kite_red_chequered.png,kite_red_striped.png,cap_green_chequered.png,kite_green_striped.png,Y_List3_Order48_Item-30_Cond1
4,48,30,30_CP_AAN_rep.mp3,2,CP,AAN,repeated,The green striped cap,red striped kite,kite_red_striped,kite,red,striped,cap,green,striped,striped,,,kite_red_striped,kite_red_chequered,kite_green_striped,kite_green_chequered,cap_red_striped,cap_red_chequered,cap_green_striped,cap_green_chequered,cap,green,chequered,6,5,8,4,3,1,2,7,Y,2,6,cap_red_chequered.png,cap_green_striped.png,cap_red_striped.png,kite_green_chequered.png,kite_red_chequered.png,kite_red_striped.png,cap_green_chequered.png,kite_green_striped.png,Y_List4_Order48_Item-30_Cond2
